Job Title,company_txt,Location,job_simp,seniority,predicted_opportunity_score,opportunity_band,years_experience,remote_yn,hybrid_yn,skill_count,detected_skills,explanation_preview
IT Associate Data Analyst,The Hanover Insurance Group,"Worcester, MA",data analyst,junior,78.2,strong,3,0,0,1,['SQL'],Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
College Hire - Data Scientist - Open to December 2019 Graduates,Caterpillar,"Peoria, IL",data scientist,mid,78.2,strong,0,0,0,3,"['Tableau', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
IT Associate Data Analyst,The Hanover Insurance Group,"Worcester, MA",data analyst,junior,78.2,strong,3,0,0,1,['SQL'],Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Data Scientist,CK-12 Foundation,"Palo Alto, CA",data scientist,senior,78.1,strong,5,0,0,5,"['SQL', 'Tableau', 'AWS', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Senior Scientist (Neuroscience),Sunovion,"Marlborough, MA",other,senior,78.0,strong,3,0,0,2,"['Python', 'Statistics']",Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Scientist (Neuroscience),Sunovion,"Marlborough, MA",other,senior,78.0,strong,3,0,0,2,"['Python', 'Statistics']",Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Scientist (Neuroscience),Sunovion,"Marlborough, MA",other,senior,78.0,strong,3,0,0,2,"['Python', 'Statistics']",Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,Wish,"San Jose, CA",data scientist,mid,77.9,strong,2,0,0,4,"['Python', 'Machine Learning', 'Statistics', 'Experimentation']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
Senior Data Scientist / Machine Learning,Health IQ,"Dallas, TX",data scientist,senior,77.7,strong,4,0,0,2,"['Machine Learning', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Senior Data Scientist / Machine Learning,Health IQ,"Dallas, TX",data scientist,senior,77.7,strong,4,0,0,2,"['Machine Learning', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Engineer,Octane,"New York, NY",data engineer,mid,77.5,strong,3,0,0,5,"['Python', 'SQL', 'AWS', 'Spark', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Engineer,Octane,"New York, NY",data engineer,mid,77.5,strong,3,0,0,5,"['Python', 'SQL', 'AWS', 'Spark', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Data Scientist,Juniper Networks,"Sunnyvale, CA",data scientist,mid,77.4,strong,2,0,0,4,"['Python', 'SQL', 'Spark', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Scientist,Juniper Networks,"Sunnyvale, CA",data scientist,mid,77.4,strong,2,0,0,4,"['Python', 'SQL', 'Spark', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Lead Data Scientist,Redjack,"Silver Spring, MD",data scientist,senior,77.2,strong,4,1,0,2,"['Python', 'Machine Learning']",Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
Clinical Data Analyst,ManTech,"Portsmouth, VA",data analyst,mid,77.1,strong,0,0,0,0,[],"Experience expectations look relatively accessible for early-career applicants. | Company rating is relatively strong, which can be a positive quality signal. | Detailed job description suggests a more mature hiring process and clearer scope."
Senior Risk Data Scientist,Bill.com,"Palo Alto, CA",data scientist,senior,77.1,strong,3,0,0,3,"['SQL', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Senior Risk Data Scientist,Bill.com,"Palo Alto, CA",data scientist,senior,77.1,strong,3,0,0,3,"['SQL', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Manager of Data Science,Tapjoy,"San Francisco, CA",manager,manager,77.1,strong,0,0,0,4,"['Python', 'SQL', 'Spark', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Big Data Engineer,Peraton,"Chantilly, VA",data engineer,mid,76.6,strong,0,0,0,4,"['Python', 'SQL', 'Spark', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Detailed job description suggests a more mature hiring process and clearer scope."
Sr. Data Analyst,DoubleVerify,"New York, NY",data analyst,senior,76.6,strong,5,0,0,5,"['Python', 'SQL', 'Spark', 'Statistics', 'Experimentation']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Advanced degree language may narrow the candidate pool."
Sr. Scientist - Digital & Image Analysis/Computational Pathology,Takeda Pharmaceuticals,"San Diego, CA",other,senior,76.6,strong,5,0,0,2,"['Machine Learning', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Data Scientist Statistics,PNNL,"Richland, WA",data scientist,senior,76.6,strong,3,0,0,2,"['Machine Learning', 'Statistics']",Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
Sr. Scientist - Digital & Image Analysis/Computational Pathology,Takeda Pharmaceuticals,"San Diego, CA",other,senior,76.6,strong,5,0,0,2,"['Machine Learning', 'Statistics']",Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool. | Detailed job description suggests a more mature hiring process and clearer scope.
"Data Scientist, Rice University",Trilogy Ed,"Houston, TX",data scientist,mid,76.4,strong,5,0,0,3,"['Python', 'SQL', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Company rating is relatively strong, which can be a positive quality signal."
Data Scientist,7Park Data,"New York, NY",data scientist,mid,76.4,strong,5,0,0,4,"['Python', 'Spark', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Engineer,Excella Consulting,"Arlington, VA",data engineer,mid,76.4,strong,3,0,0,3,"['Python', 'AWS', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Environmental Scientist,Calista,"Anchorage, AK",other,mid,76.2,strong,5,1,0,0,[],Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution.
